iid	i_year	i_Action	i_Adventure	i_Animation	i_Children's	i_Comedy	i_Crime	i_Documentary 	i_Drama 	i_Fantasy 	i_Film-Noir 	i_Horror 	i_Musical 	i_Mystery 	i_Romance 	i_Sci-Fi 	i_Thriller 	i_War 	i_Western	i_Other
1629	13	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1630	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1631	11	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1632	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1633	14	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1634	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1635	7	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1636	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1637	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1638	14	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
1639	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1640	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1641	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1642	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1643	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1644	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1645	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1646	16	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1647	16	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1
1648	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1649	16	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1
1650	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1651	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
1652	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1653	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1654	16	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1655	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1656	16	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1657	14	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1658	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1659	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1660	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1661	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1662	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1663	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
1664	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1665	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1666	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1667	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1668	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1669	15	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1
1670	16	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1
1671	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1672	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1673	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1674	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1675	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1676	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1677	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1678	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1679	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
1680	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1681	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1682	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
